codigo_indicador,codigo_pais,codigo_area,tipo_incidencia,descripcion,accion_propuesta
TERR_DENS,IOT,AFR,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
TERR_DENS,CXR,APC,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
TERR_DENS,CCK,APC,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
TERR_DENS,NFK,APC,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
TERR_DENS,PCN,APC,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
TERR_DENS,ALA,EUR,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
TERR_DENS,SJM,EUR,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
TERR_DENS,GGY,EUR,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
TERR_DENS,JEY,EUR,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
TERR_DENS,XKX,EUR,DATO_AUSENTE,Falta superficie terrestre 2023,Mantener ausente; localizar dato comparable del mismo periodo
POB_URB,DZA,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,AGO,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BWA,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,IOT,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BDI,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CMR,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CPV,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CAF,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TCD,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,COM,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MYT,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,COG,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,COD,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BEN,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GNQ,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ETH,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ERI,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,DJI,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GAB,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GMB,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GHA,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GIN,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CIV,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,KEN,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,LSO,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,LBR,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,LBY,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MDG,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MWI,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MLI,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MRT,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MUS,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MAR,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MOZ,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NAM,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NER,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NGA,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GNB,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,REU,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,RWA,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SHN,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,STP,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SEN,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SYC,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SLE,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SOM,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ZAF,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ZWE,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SSD,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SDN,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ESH,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SWZ,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TGO,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TUN,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,UGA,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,EGY,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TZA,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BFA,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ZMB,AFR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ASM,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,AUS,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SLB,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BRN,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MMR,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,KHM,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TWN,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CXR,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CCK,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,COK,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,FJI,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,PYF,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,KIR,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GUM,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,IDN,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,JPN,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,PRK,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,KOR,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,LAO,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MYS,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MNG,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NRU,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NCL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,VUT,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NZL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NIU,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NFK,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MNP,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,FSM,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MHL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,PLW,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,PNG,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,PHL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,PCN,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TLS,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SGP,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,VNM,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,THA,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TKL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TON,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TUV,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,WLF,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,WSM,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CHN,CHN,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,HKG,CHN,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MAC,CHN,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ALB,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,AND,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,AUT,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BEL,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BIH,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
